spkid,GM,diameter,extent,class
2001004,,71.6,,OMB
2001005,,61.132,,MBA
2001006,,35.31,,MBA
2001007,,18.264,,MBA
2001008,,41.061,,MBA
2001010,,46.876,,MBA
2001012,,20.905,,MBA
2001013,,34.613,,MBA
2001014,,17.487,,MBA
2001015,,82.35,,OMB
2001016,,9.539,,MBA
2001017,,40.152,,MBA
2001018,,16.557,,MBA
2001019,,7.169,,IMB
2001020,,10.067,,MBA
2001021,,100.765,,MBA
2001022,,34.297,,MBA
2001023,,58.27,,MBA
2001024,,43.274,,MBA
2001025,,4.605,,IMB
2001026,,7.353,,MBA
2001027,,31.225,,MBA
2001028,,88.526,,OMB
2001029,,20.78,,MBA
2001030,,59.717,,MBA
2001031,,75.4,,MBA
2001032,,65.658,,MBA
2001033,,19.195,,MBA
2001034,,7.919,,MBA
2001035,,56.063,,MBA
2001036,,37.675,,AMO
2001037,,6.884,,MBA
2001038,,58.3,,OMB
2001039,,33.853,,MBA
2001040,,22.34,,MBA
2001041,,60.571,,MBA
2001042,,63.92,,OMB
2001043,,31.986,,MBA
2001044,,17.511,,MBA
2001045,,6.104,,MBA
2001046,,29.084,,MBA
2001047,,10.729,,MBA
2001048,,62.218,,MBA
2001049,,56.296,,MBA
2001050,,8.773,,MBA
2001051,,60.439,,OMB
2001052,,9.785,,MBA
2001053,,9.11,,MBA
2001054,,47.78,,MBA
2001055,,13.479,,MBA
2001056,,11.869,,MBA
2001057,,44.657,,MBA
2001058,,10.92,,MBA
2001059,,25.227,,MBA
2001060,,6.844,,MBA
2001061,,23.092,,MBA
2001062,,58.031,,MBA
2001063,,11.288,,MBA
2001064,,20.007,,MBA
2001066,,6.014,,MBA
2001067,,20.011,,MBA
2001068,,21.346,,MBA
2001069,,35.657,,MBA
2001070,,39.131,,OMB
2001071,,60.862,,MBA
2001072,,53.675,,MBA
2001073,,25.992,,MBA
2001074,,49.189,,MBA
2001075,,26.198,,MBA
2001076,,22.298,,MBA
2001077,,9.709,,MBA
2001078,,12.619,,MBA
2001079,,20.7,,MBA
2001080,,22.918,,MBA
2001081,,37.81,,MBA
2001082,,42.607,,MBA
2001083,,8.927,,MBA
2001084,,26.476,,MBA
2001085,,69.281,,MBA
2001086,,66.27,,MBA
2001087,,37.498,,MBA
2001088,,15.137,,MBA
2001089,,13.082,,MBA
2001090,,12.977,,MBA
2001091,,35.178,,OMB
2001092,,40.276,,MBA
2001093,,116.73,,MBA
2001094,,17.869,,MBA
2001095,,27.875,,MBA
2001096,,42.333,,MBA
2001097,,23.11,,MBA
2001098,,26.684,,MBA
2001099,,23.309,,MBA
2001100,,16.894,,MBA
2001101,,33.765,,OMB
2001102,,36.632,,MBA
2001103,,6.692,,IMB
2001104,,23.244,,MBA
2001105,,38.206,,MBA
2001106,,12.14,,MBA
2001107,,79.079,,MBA
2001108,,25.285,,MBA
2001109,,61.817,,OMB
2001110,,12.306,,MBA
2001112,,39.661,,MBA
2001113,,44.792,,MBA
2001114,,75.631,,MBA
2001115,,75.907,,MBA
2001116,,38.741,,MBA
2001117,,10.193,,MBA
2001118,,70.954,,OMB
2001119,,29.443,,MBA
2001120,,10.184,,MBA
2001121,,12.859,,MBA
2001122,,11.566,,MBA
2001123,,11.282,,MBA
2001124,,24.45,,MBA
2001125,,26.084,,MBA
2001126,,10.974,,MBA
2001127,,46.006,,MBA
2001128,,41.851,,MBA
2001129,,34.576,,MBA
2001130,,10.125,,MBA
2001132,,27.235,,MBA
2001133,,8.275,,MBA
2001135,,50.592,,MBA
2001136,,25.296,,MBA
2001137,,19.421,,MBA
2001138,,23.681,,MBA
2001140,,29.179,,MBA
2001141,,5.642,,MBA
2001142,,22.135,,MBA
2001144,,56.337,,OMB
2001145,,24.029,,MBA
2001146,,32.925,,MBA
2001147,,13.43,,MBA
2001148,,27.512,,MBA
2001149,,52.377,,MBA
2001150,,7.689,,MBA
2001151,,12.12,,MBA
2001152,,17.13,,MBA
2001153,,8.037,,MBA
2001154,,55.715,,OMB
2001155,,9.284,,MBA
2001156,,6.831,,MBA
2001157,,29.113,,MBA
2001158,,18.636,,MBA
2001159,,28.641,,MBA
2001160,,13.977,,MBA
2001161,,21.498,,MBA
2001162,,40.379,,OMB
2001163,,32.429,,OMB
2001164,,7.651,,MBA
2001165,,53.187,,MBA
2001166,,26.011,,MBA
2001167,,63.12,,OMB
2001168,,10.11,,MBA
2001169,,8.1,,MBA
2001170,,10.37,,MCA
2001171,,82.229,,MBA
2001174,,18.142,,MBA
2001175,,24.266,,OMB
2001176,,17.489,,MBA
2001177,,91.98,,OMB
2001178,,19.663,,MBA
2001179,,13.159,,MBA
2001180,,97,,OMB
2001181,,20.492,,MBA
2001182,,14.162,,MBA
2001183,,23.751,,MBA
2001184,,11.783,,MBA
2001185,,8.347,,MBA
2001186,,34.29,,MBA
2001187,,32.348,,MBA
2001188,,12.67,,MBA
2001189,,59.246,,MBA
2001190,,17.923,,MBA
2001191,,47.397,,MBA
2001192,,7.377,,MBA
2001193,,12.22,,MBA
2001194,,41.358,,MBA
2001195,,6.258,,MBA
2001196,,25.274,,MBA
2001197,,47.741,,MBA
2001199,,30.395,,MBA
2001200,,42.006,,MBA
2001201,,35.825,,MBA
2001202,,54.93,,OMB
2001203,,35.18,,MBA
2001205,,5.474,,MBA
2001206,,14.534,,MBA
2001207,,21.925,,MBA
2001209,,26.889,,MBA
2001210,,33.663,,MBA
2001211,,45.809,,MBA
2001212,,76.387,,OMB
2001213,,29.175,,MBA
2001214,,36.668,,MBA
2001215,,13.041,,MBA
2001216,,10.533,,MBA
2001218,,5.554,,MBA
2001219,,9.86,,MBA
2001220,,17.866,,MBA
2001221,,1,,AMO
2001222,,25.781,,MBA
2001223,,22.783,,MBA
2001224,,13.816,,MBA
2001225,,9.194,,MBA
2001226,,11.679,,MBA
2001227,,46.269,,OMB
2001228,,14.685,,MBA
2001229,,27.795,,OMB
2001230,,6.194,,MBA
2001231,,18.713,,MBA
2001232,,36.367,,MBA
2001233,,33.323,,MBA
2001234,,22.876,,MBA
2001236,,22.34,,MBA
2001237,,39.81,,MBA
2001238,,20.606,,MBA
2001239,,18.681,,MBA
2001240,,63.035,,MBA
2001241,,79.19,,MBA
2001242,,47.594,,MBA
2001243,,69.883,,MBA
2001244,,31.799,,MBA
2001245,,29.751,,MBA
2001246,,17.634,,MBA
2001247,,38.906,,MBA
2001248,,28.468,,MBA
2001249,,13.063,,MBA
2001250,,20.062,,MBA
2001251,,13.239,,MBA
2001252,,19.037,,MBA
2001253,,21.682,,MBA
2001254,,51.54,,MBA
2001255,,33.669,,MBA
2001256,,68.245,,OMB
2001257,,21.392,,MBA
2001258,,45.669,,MBA
2001259,,36.111,,MBA
2001260,,13.328,,MBA
2001261,,32.576,,MBA
2001262,,71.011,,MBA
2001263,,49.29,,MBA
2001264,,66.04,,MBA
2001265,,19.335,,MBA
2001266,,75.47,,OMB
2001267,,23.108,,MBA
2001268,,96.71,,OMB
2001269,,104.893,,OMB
2001270,,8.203,,MBA
2001271,,47.524,,MBA
2001272,,6.965,,MBA
2001273,,6.278,,MBA
2001274,,9.611,,MBA
2001275,,27.622,,MBA
2001276,,36.499,,MBA
2001277,,32.587,,MBA
2001278,,19.361,,MBA
2001279,,6.804,,MBA
2001280,,50.83,,OMB
2001281,,25.716,,MBA
2001282,,57.702,,MBA
2001283,,29.569,,MBA
2001284,,41.128,,MBA
2001285,,42.43,,MBA
2001286,,21.474,,MBA
2001287,,21.678,,MBA
2001288,,31.378,,MBA
2001289,,21.531,,MBA
2001291,,27.418,,MBA
2001292,,13.899,,MBA
2001293,,7.8,,MCA
2001294,,37.199,,MBA
2001295,,47.407,,OMB
2001296,,26.298,,MBA
2001297,,22.42,,MBA
2001298,,37.802,,MBA
2001299,,14.14,,MBA
2001300,,28.194,,MBA
2001301,,21.438,,MBA
2001302,,35.041,,MBA
2001303,,81.685,,OMB
2001304,,43.613,,OMB
2001305,,24.11,,MBA
2001306,,66.78,,MBA
2001307,,9.419,,MBA
2001308,,46.951,,MBA
2001309,,57.57,,OMB
2001311,,9.939,,MBA
2001312,,36.28,,MBA
2001313,,13.504,,MBA
2001314,,8.194,,MBA
2001315,,64.863,,OMB
2001317,,17.919,,OMB
2001318,,13.272,,MBA
2001319,,25.651,,MBA
2001320,,37.331,,MBA
2001321,,37.137,,MBA
2001322,,9.996,,MBA
2001323,,78.295,,OMB
2001324,,6.456,,MBA
2001325,,10.89,,MBA
2001326,,26.336,,MBA
2001327,,22.318,,MBA
2001328,,53.697,,OMB
2001329,,19.467,,MBA
2001330,,68.417,,MBA
2001331,,36.824,,MBA
2001332,,46.796,,MBA
2001333,,15.262,,MBA
2001334,,27.621,,MBA
2001335,,7.484,,MBA
2001336,,21.441,,MBA
2001337,,40.875,,MBA
2001338,,7.47,,MBA
2001339,,24.45,,MBA
2001340,,29.451,,MBA
2001341,,23.859,,MBA
2001342,,12.065,,MBA
2001343,,23.793,,MBA
2001344,,5.844,,MBA
2001345,,72.976,,OMB
2001346,,13.731,,MBA
2001347,,32.4,,MBA
2001348,,16.29,,MBA
2001349,,24.249,,MBA
2001350,,20.822,,MBA
2001351,,60.01,,MBA
2001352,,19.979,,MBA
2001353,,39.013,,MBA
2001354,,41.732,,MBA
2001355,,4.276,,IMB
2001356,,60.895,,MBA
2001357,,38.321,,MBA
2001358,,22.183,,MBA
2001359,,46.096,,MBA
2001360,,33.316,,MBA
2001361,,29.637,,MBA
2001362,,26.936,,OMB
2001363,,13.913,,MBA
2001364,,21.197,,MBA
2001365,,10.958,,MBA
2001366,,27.55,,MBA
2001367,,9.365,,MBA
2001368,,19.591,,MBA
2001369,,42.401,,MBA
2001371,,27.155,,OMB
2001372,,26.491,,MBA
2001373,,19.448,,OMB
2001375,,13.928,,MBA
2001376,,7.053,,MBA
2001377,,6.217,,MBA
2001378,,21.228,,MBA
2001379,,18.69,,MBA
2001380,,21.188,,MBA
2001381,,19.825,,MBA
2001382,,11.939,,MBA
2001383,,23.399,,MBA
2001384,,26.517,,MBA
2001385,,19.526,,MBA
2001386,,10.614,,MBA
2001387,,7.46,,MBA
2001388,,21.355,,MBA
2001389,,13.772,,MBA
2001390,,95.849,,OMB
2001391,,11.079,,MBA
2001392,,26.44,,MBA
2001393,,11.214,,MBA
2001395,,19.919,,OMB
2001396,,11.745,,MBA
2001397,,20.798,,MBA
2001398,,24.553,,MBA
2001399,,4.852,,MBA
2001400,,15.697,,MBA
2001401,,9.304,,MBA
2001402,,14.214,,MBA
2001403,,26.531,,MBA
2001405,,6.81,,MBA
2001406,,24.243,,MBA
2001407,,20.31,,MBA
2001408,,35.423,,MBA
2001409,,35.54,,MBA
2001410,,21.083,,MBA
2001411,,28.272,,MBA
2001412,,7.806,,MBA
2001413,,19.838,,MBA
2001414,,15.105,,MBA
2001415,,7.375,,MBA
2001416,,27.552,,MBA
2001417,,16.874,,MBA
2001418,,11.701,,MBA
2001419,,14.997,,MBA
2001420,,20.524,,MBA
2001421,,43.31,,MBA
2001422,,5.814,,MBA
2001423,,19.58,,MBA
2001424,,64.691,,MBA
2001425,,11.795,,MBA
2001426,,17.613,,MBA
2001427,,35.406,,MBA
2001428,,52.464,,MBA
2001429,,9.874,,MBA
2001430,,9.352,,MBA
2001431,,13.608,,MBA
2001432,,7.074,,MBA
2001433,,12.687,,MBA
2001434,,27.178,,MBA
2001435,,14.54,,MBA
2001436,,53.769,,MBA
2001438,,37.511,,MBA
2001439,,50.561,,OMB
2001440,,15.299,,MBA
2001441,,14.76,,MBA
2001442,,16.947,,MBA
2001443,,16.467,,MBA
2001444,,26.363,,MBA
2001445,,20.332,,MBA
2001446,,8.167,,MBA
2001447,,11.834,,MBA
2001448,,20.65,,MBA
2001449,,9.263,,MBA
2001450,,18.481,,MBA
2001451,,6.17,,MBA
2001452,,20.91,,MBA
2001453,,6.573,,IMB
2001454,,5.117,,MBA
2001455,,6.646,,MBA
2001456,,37.815,,OMB
2001457,,17.834,,MBA
2001458,,17.19,,MBA
2001459,,29.188,,MBA
2001460,,8.44,,MBA
2001461,,35.145,,MBA
2001462,,27.366,,MBA
2001463,,36.547,,MBA
2001464,,23.313,,MBA
2001465,,18.111,,MBA
2001466,,22.131,,MBA
2001467,,89.16,,OMB
2001469,,74.78,,MBA
2001470,,36.97,,MBA
2001471,,28.719,,MBA
2001472,,8.388,,MBA
2001473,,18.164,,MBA
2001476,,7.381,,MBA
2001477,,25.851,,OMB
2001478,,9.523,,MBA
2001479,,15.206,,MBA
2001480,,6.385,,MBA
2001481,,33.77,,MBA
2001482,,17.186,,MBA
2001483,,10.633,,MBA
2001484,,40.871,,MBA
2001485,,17.336,,MBA
2001486,,6.414,,MBA
2001487,,25.671,,MBA
2001488,,24.665,,MBA
2001489,,26.789,,MBA
2001490,,14.844,,MBA
2001491,,21.941,,OMB
2001492,,12.27,,MBA
2001493,,28.905,,MBA
2001494,,7.804,,MBA
2001495,,12.235,,MBA
2001496,,7.758,,MBA
2001497,,15.519,,MBA
2001498,,31.605,,MBA
2001499,,14.896,,MBA
2001500,,8.095,,MBA
2001501,,10.798,,MBA
2001502,,35.518,,MBA
2001503,,22.985,,MBA
2001504,,11.336,,MBA
2001505,,22.277,,MBA
2001506,,13.963,,MBA
2001507,,4.648,,MBA
2001509,,8.17,,IMB
2001510,,24.507,,MBA
2001511,,13.515,,MBA
2001512,,79.872,,OMB
2001513,,6.603,,MBA
2001514,,7.784,,MBA
2001515,,6.505,,MBA
2001516,,26.442,,MBA
2001517,,39.524,,MBA
2001518,,8.48,,MBA
2001519,,31.166,,MBA
2001520,,53.435,,MBA
2001521,,14.813,,MBA
2001522,,9.422,,MBA
2001523,,9.111,,MBA
2001524,,45.056,,MBA
2001525,,12.233,,MBA
2001526,,5.318,,MBA
2001527,,10.04,,MBA
2001528,,11.095,,MBA
2001529,,56.319,,OMB
2001530,,5.044,,MBA
2001531,,10.481,,MBA
2001532,,24.439,,MBA
2001533,,24.298,,MBA
2001534,,22.12,,MBA
2001535,,23.836,,MBA
2001536,,7.975,,MBA
2001537,,20.288,,MBA
2001538,,6.143,,MBA
2001539,,26.791,,MBA
2001540,,43.875,,MBA
2001541,,22,,MBA
2001542,,42.374,,MBA
2001543,,11.985,,MBA
2001544,,24.561,,MBA
2001545,,18.656,,MBA
2001546,,26.438,,MBA
2001547,,20.877,,MBA
2001548,,30.761,,MBA
2001549,,10.376,,MBA
2001550,,11.391,,MBA
2001551,,10.238,,MBA
2001552,,18.514,,MBA
2001553,,13.772,,MBA
2001554,,16.185,,MBA
2001555,,23.199,,MBA
2001556,,28.65,,OMB
2001557,,18.766,,MBA
2001558,,54.977,,OMB
2001559,,10.725,,MBA
2001560,,23.825,,MBA
2001561,,25.352,,MBA
2001562,,9.587,,MBA
2001563,,7.234,,MBA
2001564,,41.681,,MBA
2001565,,7.949,,MCA
2001566,,1,,APO
2001567,,69.242,,OMB
2001568,,12.448,,MBA
2001569,,36.346,,MBA
2001570,,12.118,,MBA
2001571,,18.464,,MBA
2001572,,31.5,,MBA
2001573,,9.083,,MBA
2001574,,57.785,,OMB
2001575,,9.488,,MBA
2001576,,27.357,,MBA
2001577,,5.615,,MBA
2001578,,47.077,,OMB
2001579,,46.925,,OMB
2001580,,5.8,,AMO
2001581,,29.508,,MBA
2001582,,37.252,,MBA
2001584,,19.18,,MBA
2001585,,55.271,,MBA
2001586,,11.415,,MBA
2001587,,15.444,,MBA
2001588,,17.541,,MBA
2001589,,10.698,,MBA
2001590,,10.3,,MBA
2001591,,14.411,,MBA
2001592,,13.855,,MBA
2001593,,6.095,,MCA
2001594,,10.545,,MBA
2001595,,26.572,,MBA
2001596,,45.534,,MBA
2001597,,12.885,,MBA
2001598,,9.66,,MBA
2001599,,41.295,,MBA
2001600,,7.413,,IMB
2001601,,7.548,,MBA
2001602,,7.97,,MBA
2001603,,39.564,,MBA
2001604,,32.33,,MBA
2001605,,29.598,,MBA
2001606,,18.981,,MBA
2001607,,12.756,,MBA
2001608,,6.711,,MBA
2001609,,29.64,,MBA
2001610,,6.075,,MBA
2001611,,24.444,,MBA
2001612,,18.956,,MBA
2001613,,18.224,,MBA
2001614,,48.007,,MBA
2001615,,29.139,,MBA
2001616,,23.715,,MBA
2001617,,21.283,,MBA
2001618,,17.495,,MBA
2001619,,8.965,,MBA
2001620,,2.56,5.0x2.0x2.1,APO
2001621,,12.694,,MBA
2001622,,8.426,,MBA
2001623,,27.851,,MBA
2001624,,26.27,,OMB
2001625,,53.317,,MBA
2001626,,15.14,,MBA
2001627,,9.12,,AMO
2001628,,59.345,,MBA
2001629,,8.536,,MBA
2001630,,19.168,,MBA
2001631,,8.636,,MBA
2001632,,29.351,,MBA
2001633,,37.428,,MBA
2001634,,9.035,,MBA
2001635,,17.127,,MBA
2001636,,8.37,,MBA
2001637,,52.994,,MBA
2001638,,19.094,,MBA
2001639,,35.676,,MBA
2001641,,25.66,,MBA
2001642,,16.24,,MBA
2001643,,9.505,,MBA
2001644,,13.958,,MBA
2001645,,28.146,,MBA
2001646,,12.801,,MBA
2001648,,9.45,,MBA
2001649,,14.579,,MBA
2001650,,30.202,,MBA
2001651,,8.963,,MBA
2001652,,8.689,,MBA
2001653,,9.01,,MBA
2001654,,25.115,,MBA
2001655,,35.943,,MBA
2001656,,7.86,,MCA
2001657,,7.665,,MBA
2001658,,13.352,,MBA
2001659,,28.01,,MBA
2001660,,11.342,,MBA
2001662,,12.409,,MBA
2001663,,13.537,,MBA
2001664,,8.424,,MBA
2001665,,10.746,,MBA
2001666,,7.722,,MBA
2001667,,8.998,,MBA
2001668,,24.813,,MBA
2001669,,42.377,,MBA
2001670,,21.333,,MBA
2001671,,9.374,,MBA
2001672,,26.205,,MBA
2001673,,20.733,,MBA
2001674,,32.386,,MBA
2001675,,11.08,,MBA
2001676,,7.552,,MBA
2001677,,11.784,,MBA
2001678,,42.665,,MBA
2001679,,52.686,,MBA
2001680,,13.96,,MBA
2001681,,16.159,,MBA
2001682,,7.267,,MBA
2001683,,21.159,,MBA
2001684,,30.21,,MBA
2001685,,3.4,,APO
2001686,,29.661,,MBA
2001687,,37.85,,MBA
2001688,,16.239,,MBA
2001689,,13.743,,MBA
2001690,,33.81,,MBA
2001691,,33.644,,MBA
2001692,,36.075,,MBA
2001693,,37.772,,MBA
2001694,,15.678,,MBA
2001695,,18.953,,MBA
2001696,,9.232,,MBA
2001697,,11.245,,MBA
2001698,,26.234,,MBA
2001699,,8.345,,MBA
2001700,,20.176,,MBA
2001701,,19.461,,MBA
2001702,,34.645,,MBA
2001703,,9.211,,MBA
2001704,,6.618,,MBA
2001705,,11.969,,MBA
2001706,,6.111,,MBA
2001707,,7.459,,MBA
2001708,,28.706,,MBA
2001709,,9.444,,MBA
2001710,,9.838,,MBA
2001711,,22.929,,MBA
2001712,,66.892,,MBA
2001713,,5.716,,MBA
2001714,,13.998,,MBA
2001715,,24.165,,MBA
2001716,,26.656,,MBA
2001717,,8.484,,MBA
2001718,,9.747,,MBA
2001719,,19.914,,MBA
2001720,,6.394,,MBA
2001721,,43.576,,MBA
2001722,,10.29,,MBA
2001723,,33.449,,MBA
2001724,,38.476,,MBA
2001725,,16.089,,MBA
2001726,,25.25,,MBA
2001728,,14.579,,MBA
2001729,,9.037,,MBA
2001730,,15.203,,MBA
2001731,,54.784,,MBA
2001732,,22.378,,MBA
2001733,,6.715,,MBA
2001734,,26.425,,MBA
2001735,,61.865,,MBA
2001736,,8.617,,MBA
2001737,,21.334,,MBA
2001738,,7.887,,MBA
2001739,,7.858,,MBA
2001740,,12.762,,MBA
2001741,,13.107,,MBA
2001742,,16.707,,MBA
2001743,,19.338,,MBA
2001744,,4.968,,MBA
2001745,,12.113,,MBA
2001746,,62.524,,OMB
2001747,,6.35,,MCA
2001748,,44.908,,OMB
2001751,,10.929,,MBA
2001752,,4.579,,MBA
2001753,,19.445,,MBA
2001754,,79.52,,OMB
2001755,,24.878,,MBA
2001756,,10.3,,MBA
2001757,,10.22,,MBA
2001759,,7.349,,MBA
2001760,,34.765,,MBA
2001762,,17.033,,MBA
2001763,,6.982,,MBA
2001764,,26.97,,MBA
2001765,,38.299,,MBA
2001766,,19.099,,MBA
2001767,,15.448,,MBA
2001768,,20.221,,MBA
2001769,,5.583,,MBA
2001770,,10.614,,MBA
2001771,,46.886,,MBA
2001772,,9.634,,MBA
2001773,,7.08,,MBA
2001774,,10.547,,MBA
2001775,,10.232,,MBA
2001776,,39.952,,MBA
2001777,,11.86,,MBA
2001778,,20.623,,MBA
2001779,,4.085,,MBA
2001780,,28.164,,MBA
2001781,,8.5,,MBA
2001782,,21.872,,MBA
2001783,,24.268,,MBA
2001784,,10.48,,MBA
2001786,,25.532,,MBA
2001787,,19.9,,MBA
2001788,,20.993,,MBA
2001789,,7.922,,MBA
2001790,,7.087,,MBA
2001791,,29.394,,MBA
2001792,,23.625,,MBA
2001793,,8.348,,MBA
2001794,,38.05,,MBA
2001795,,23.894,,MBA
2001796,,68.167,,OMB
2001797,,9.077,,MBA
2001798,,6.631,,MBA
2001799,,18.196,,MBA
2001800,,7.384,,MBA
2001801,,21.957,,MBA
2001802,,13.333,,MBA
2001803,,9.934,,MBA
2001804,,9.145,,MBA
2001805,,28.098,,MBA
2001806,,7.976,,MBA
2001807,,9.135,,MBA
2001808,,15.21,,MBA
2001809,,14.212,,MBA
2001810,,7.669,,MBA
2001811,,28.072,,MBA
2001812,,15.317,,MBA
2001813,,19.099,,MBA
2001814,,7.516,,MBA
2001815,,30.598,,MBA
2001816,,9.778,,MBA
2001817,,15.9,,MBA
2001818,,13.747,,MBA
2001819,,54.165,,MBA
2001820,,5.349,,MBA
2001822,,6.054,,MBA
2001823,,8.439,,MBA
2001824,,14.169,,MBA
2001826,,23.099,,MBA
2001827,,8.855,,MBA
2001828,,27.016,,MBA
2001829,,8.068,,MBA
2001830,,7.71,,MBA
2001831,,8.083,,MBA
2001832,,29.351,,OMB
2001833,,16.706,,MBA
2001834,,17.156,,MBA
2001835,,12.704,,MBA
2001836,,22.24,,MBA
2001837,,7.53,,MBA
2001838,,40.054,,OMB
2001839,,8.75,,MBA
2001840,,12.446,,MBA
2001841,,40.24,,OMB
2001842,,7.996,,MBA
2001843,,28.965,,MBA
2001844,,26.8,,MBA
2001845,,19.93,,MBA
2001846,,10.998,,MBA
2001847,,17.427,,MBA
2001848,,17.03,,MBA
2001849,,21.776,,MBA
2001850,,7.642,,MBA
2001851,,17.024,,MBA
2001852,,21.378,,MBA
2001853,,23.807,,MBA
2001854,,9.602,,MBA
2001855,,6.789,,MBA
2001856,,6.62,,MBA
2001857,,7.986,,MBA
2001858,,10.769,,MBA
2001859,,44.634,,OMB
2001860,,16.8,,MBA
2001861,,14.815,,MBA
2001862,,1.5,,APO
2001863,,2.1,,APO
2001864,,3.7,,APO
2001865,,1.2,,APO
2001866,,8.48,,APO
2001874,,20.852,,MBA
2001875,,19.424,,MBA
2001877,,35.642,,OMB
2001878,,11.71,,MBA
2001879,,7.444,,MBA
2001880,,14.849,,MBA
2001881,,24.083,,MBA
2001882,,17.766,,MBA
2001883,,5.662,,MBA
2001884,,8.416,,MBA
2001885,,4.657,,MBA
2001887,,20.848,,MBA
2001888,,11.633,,MBA
2001889,,35.243,,MBA
2001890,,25.68,,OMB
2001891,,11.588,,MBA
2001892,,9.725,,MBA
2001893,,12.585,,MBA
2001894,,10.826,,MBA
2001895,,19.989,,OMB
2001896,,5.377,,MBA
2001897,,5.007,,MBA
2001898,,14.975,,MBA
2001899,,5.332,,MBA
2001900,,8.82,,MBA
2001901,,28.096,,OMB
2001902,,83.43,,OMB
2001903,,27.642,,MBA
2001904,,13.503,,MBA
2001905,,8.008,,MBA
2001906,,7.923,,MBA
2001907,,10.977,,MBA
2001908,,18.384,,MBA
2001909,,18.681,,MBA
2001910,,37.201,,MBA
2001911,,67.476,,OMB
2001912,,10.407,,MBA
2001913,,13.433,,MBA
2001914,,9.561,,MBA
2001915,,0.5,,AMO
2001916,,3.5,,AMO
2001917,,5.7,,AMO
2001918,,19.536,,MBA
2001919,,3.276,,IMB
2001920,,2.854,,IMB
2001922,,20.561,,OMB
2001923,,13.461,,MBA
2001924,,12.986,,MBA
2001925,,8.864,,MBA
2001926,,17.752,,MBA
2001927,,11.841,,MBA
2001928,,9.333,,MBA
2001929,,7.772,,MBA
2001930,,34.437,,MBA
2001931,,6.628,,MBA
2001932,,5.414,,MBA
2001933,,4.508,,MBA
2001934,,9.237,,MBA
2001935,,6.387,,MBA
2001936,,33.905,,MBA
2001937,,12.705,,MBA
2001938,,7.638,,MBA
2001939,,30.365,,MBA
2001940,,37.481,,MBA
2001941,,17.12,,OMB
2001942,,16.766,,MBA
2001943,,2.3,,AMO
2001944,,4.905,,MBA
2001945,,7.195,,MBA
2001946,,9.205,,MBA
2001947,,31.611,,MBA
2001949,,3.56,,MBA
2001950,,6.311,,MBA
2001951,,5.57,,MCA
2001952,,37.501,,MBA
2001953,,21.97,,MBA
2001954,,13.659,,MBA
2001955,,9.759,,MBA
2001956,,19.921,,MBA
2001957,,17.907,,MBA
2001958,,34.278,,MBA
2001959,,6.897,,MBA
2001960,,27.004,,MBA
2001961,,50.31,,MBA
2001962,,18.927,,MBA
2001963,,35.536,,MBA
2001964,,8.38,,MBA
2001965,,13.606,,MBA
2001966,,8.41,,MBA
2001967,,9.588,,MBA
2001968,,13.154,,MBA
2001969,,22.895,,MBA
2001970,,19.352,,MBA
2001971,,12.289,,MBA
2001972,,6.003,,MBA
2001973,,26.269,,MBA
2001974,,11.588,,MBA
2001975,,14.737,,MBA
2001976,,3.67,,MBA
2001977,,17.211,,MBA
2001978,,6.732,,MBA
2001979,,4.76,,MBA
2001980,,4.3,,AMO
2001981,,3.4,,APO
2001982,,8.1,,MBA
2001983,,15.701,,MBA
2001984,,36.413,,MBA
2001985,,35.51,,MBA
2001986,,19.563,,MBA
2001987,,13.017,,MBA
2001988,,5.761,,MBA
2001989,,9.603,,MBA
2001990,,6.754,,MBA
2001991,,4.989,,MBA
2001992,,9.597,,MBA
2001993,,8.409,,MBA
2001994,,25.15,,MBA
2001995,,12.683,,MBA
2001996,,12.417,,MBA
2001997,,6.81,,MBA
2001998,,14.242,,MBA
2001999,,38.277,,MBA
2002000,,14.768,,MBA
2002001,,3.975,,IMB
2002002,,19.773,,MBA
2002003,,20.173,,MBA
2002004,,7.255,,MBA
2002005,,9.369,,MBA
2002006,,4.625,,MBA
2002007,,25.733,,MBA
2002008,,52.023,,OMB
2002009,,26.558,,MBA
2002010,,24.649,,MBA
2002011,,5.193,,MBA
2002012,,11.931,,MBA
2002013,,11.187,,MBA
2002014,,9.044,,MBA
2002015,,11.809,,MBA
2002016,,22.435,,MBA
2002017,,7.223,,MBA
2002018,,4.034,,MBA
2002019,,7.865,,MBA
2002020,,18.738,,MBA
2002021,,5.043,,MBA
2002022,,12.634,,MBA
2002023,,19.678,,MBA
2002024,,7.915,,MBA
2002025,,42.769,,MBA
2002026,,14.279,,MBA
2002027,,16.509,,MBA
2002028,,3.201,,MBA
2002029,,6.893,,MBA
2002032,,36.007,,MBA
2002033,,5.71,,MBA
2002034,,7.78,,MBA
2002035,,4.824,,MCA
2002036,,6.988,,MBA
2002037,,5.956,,MBA
2002038,,10.959,,MBA
2002039,,13.612,,MBA
2002040,,33.901,,MBA
2002041,,16.833,,MBA
2002043,,48.46,,MBA
2002044,,6.66,,MCA
2002045,,9.664,,MBA
2002046,,23.968,,MBA
2002047,,3.131,,IMB
2002048,,2.613,,IMB
2002049,,2.457,,IMB
2002050,,8.498,,MBA
2002051,,14.361,,MBA
2002052,,26.799,,MBA
2002053,,11.064,,MBA
2002054,,18.042,,MBA
2002056,,7.783,,MBA
